名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
ハッサム,251,181,最速,スカーフ,65,0,192
デルビル,269,193,最速,スカーフ,65,0,192
ペリッパー,322,232,最速,スカーフ,65,0,192
アメタマ,326,236,最速,スカーフ,65,0,192
ハブネーク,379,269,最速,スカーフ,65,0,192
ジュペッタ,400,277,最速,スカーフ,65,0,192
チリーン,404,281,最速,スカーフ,65,0,192
コロトック,451,314,最速,スカーフ,65,0,192
グレイシア,522,363,最速,スカーフ,65,0,192
エンブオー,560,400,最速,スカーフ,65,0,192
メグロコ,615,422,最速,スカーフ,65,0,192
ゾロア(原種),639,427,最速,スカーフ,65,0,192
ゴチルゼル,647,435,最速,スカーフ,65,0,192
ママンボウ,665,445,最速,スカーフ,65,0,192
バチュル,666,446,最速,スカーフ,65,0,192
コジョフー,691,460,最速,スカーフ,65,0,192
ウォーグル(ヒスイのすがた),701,468,最速,スカーフ,65,0,192
ツツケラ,827,553,最速,スカーフ,65,0,192
ネッコアラ,878,592,最速,スカーフ,65,0,192
ジャランゴ,886,596,最速,スカーフ,65,0,192
マギアナ,907,605,最速,スカーフ,65,0,192
サルノリ,916,606,最速,スカーフ,65,0,192
モスノウ,980,650,最速,スカーフ,65,0,192
アヤシシ,1014,678,最速,スカーフ,65,0,192
ニャオハ,1024,688,最速,スカーフ,65,0,192
ウェルカモ,1031,695,最速,スカーフ,65,0,192
パフュートン(オスのすがた),1034,698,最速,スカーフ,65,0,192
パフュートン(メスのすがた),1035,699,最速,スカーフ,65,0,192
パピモッチ,1046,710,最速,スカーフ,65,0,192
ミミズズ,1092,752,最速,スカーフ,65,0,192
カムカメ,939,620,準速,すいすい,44,2,192
ゲッコウガ(通常),738,500,最速,,122,0,191
ザシアン(れきせんのゆうしゃ),997,662,準速,,138,0,190
ザマゼンタ(れきせんのゆうしゃ),999,664,準速,,138,0,190
トルネロス(れいじゅうフォルム),715,480,最速,,121,0,190
モトトカゲ,1091,751,最速,,121,0,190
ドードー,105,68,準速,スカーフ,75,0,190
デリバード,266,191,準速,スカーフ,75,0,190
ドーブル,276,200,準速,スカーフ,75,0,190
チラーミィ,643,431,準速,スカーフ,75,0,190
シキジカ,656,441,準速,スカーフ,75,0,190
フラージェス,752,511,準速,スカーフ,75,0,190
クレッフィ,792,532,準速,スカーフ,75,0,190
ケララッパ,828,554,準速,スカーフ,75,0,190
ストリンダー(ハイなすがた),955,634,準速,スカーフ,75,0,190
ストリンダー(ローなすがた),956,635,準速,スカーフ,75,0,190
タイレーツ,977,647,準速,スカーフ,75,0,190
ワッカネズミ,1043,707,準速,スカーフ,75,0,190
グレンアルマ,1059,720,準速,スカーフ,75,0,190
シルシュルー,1067,728,準速,スカーフ,75,0,190
ガケガニ,1073,734,準速,スカーフ,75,0,190
スコヴィラン,1075,736,準速,スカーフ,75,0,190
ヒラヒナ,1078,739,準速,スカーフ,75,0,190
ナミイルカ,1086,747,準速,スカーフ,75,0,190
タケルライコ,1154,811,準速,スカーフ,75,0,190
タケルライコ,1154,811,準速,こだいかっせい,75,1,190
ヒラヒナ,1078,739,準速,かそく,75,1,190
ガケガニ,1073,734,準速,いかりのこうら,75,1,190
ブリガロン,732,494,最速,スカーフ,64,0,190
マホイップ,976,646,最速,スカーフ,64,0,190
ヘイラッシャ,1101,761,最速,合体,35,2,190
ダグトリオ(原種),58,33,最速,,120,0,189
ジュカイン,295,216,最速,,120,0,189
パルキア(オリジンフォルム),542,383,最速,,120,0,189
アルセウス,553,394,最速,,120,0,189
メテノ(コア),877,591,最速,,120,0,189
インテレオン,924,614,最速,,120,0,189
オオニューラ,1020,684,最速,,120,0,189
ウミトリオ,1084,745,最速,,120,0,189
スカンプー,485,335,準速,スカーフ,74,0,189
ワルビル,616,423,準速,スカーフ,74,0,189
カジリガメ,940,621,準速,スカーフ,74,0,189
ツタージャ,555,395,最速,スカーフ,63,0,189
マケンカニ,835,561,最速,スカーフ,63,0,189
カマスジョー,953,632,準速,,136,0,188
テツノツツミ,1118,777,準速,,136,0,188
エースバーン,921,611,最速,,119,0,188
トドロクツキ,1133,792,最速,,119,0,188
クルミル,601,412,準速,ようりょくそ,42,2,188
クルマユ,602,413,準速,ようりょくそ,42,2,188
ハバタクカミ,1114,773,準速,,135,0,187
パオジアン,1130,789,準速,,135,0,187
コライドン(かんぜんけい),1135,794,準速,,135,0,187
ミライドン(かんぜんけい),1137,795,準速,,135,0,187
ルチャブル,784,524,最速,,118,0,187
テールナー,734,496,準速,スカーフ,73,0,187
カラマネロ,770,518,準速,スカーフ,73,0,187
ハルクジラ,1099,759,準速,スカーフ,73,0,187
ヤヤコマ,742,501,最速,スカーフ,62,0,187
アママイコ,864,584,最速,スカーフ,62,0,187
セゴール,1124,783,最速,スカーフ,62,0,187
シシコ,748,507,準速,スカーフ,72,0,186
アマージョ,865,585,準速,スカーフ,72,0,186
ダクマ,1003,667,準速,スカーフ,72,0,186
テツノイバラ,1122,781,準速,スカーフ,72,0,186
テツノイバラ,1122,781,準速,クォークチャージ,72,1,186
バンギラス,289,211,最速,スカーフ,61,0,186
ヒコザル,439,304,最速,スカーフ,61,0,186
エンニュート,860,582,最速,,117,0,185
レジエレキ,1007,671,最遅,,200,0,184
ゼブライカ,584,406,最速,,116,0,184
エルフーン,608,416,最速,,116,0,184
テツノブジン,1134,793,最速,,116,0,184
ドンカラス,481,333,準速,スカーフ,71,0,184
ケロマツ,736,498,準速,スカーフ,71,0,184
サダイジャ,950,629,準速,スカーフ,71,0,184
リオル,498,346,最速,ふくつのこころ,60,1,184
イワンコ,843,569,最速,ふくつのこころ,60,1,184
フシギソウ,1,1,最速,スカーフ,60,0,184
ピクシー,40,19,最速,スカーフ,60,0,184
ガーディ(原種),69,44,最速,スカーフ,60,0,184
マタドガス(原種),137,93,最速,スカーフ,60,0,184
マタドガス(ガラルのすがた),138,94,最速,スカーフ,60,0,184
タッツー,144,98,最速,スカーフ,60,0,184
ラプラス,163,109,最速,スカーフ,60,0,184
ベイリーフ,188,129,最速,スカーフ,60,0,184
ピチュー,208,146,最速,スカーフ,60,0,184
ポリゴン2,274,198,最速,スカーフ,60,0,184
ラグラージ,301,222,最速,スカーフ,60,0,184
コノハナ,317,229,最速,スカーフ,60,0,184
アサナン,350,248,最速,スカーフ,60,0,184
バネブー,368,259,最速,スカーフ,60,0,184
ドジョッチ,382,270,最速,スカーフ,60,0,184
ナマズン,383,271,最速,スカーフ,60,0,184
エンペルト,444,309,最速,スカーフ,60,0,184
ムックル,445,310,最速,スカーフ,60,0,184
ルクシオ,453,316,最速,スカーフ,60,0,184
リオル,498,346,最速,スカーフ,60,0,184
ユキノオー,511,355,最速,スカーフ,60,0,184
ジバコイル,513,357,最速,スカーフ,60,0,184
フタチマル,562,402,最速,スカーフ,60,0,184
シビシラス,673,448,最速,スカーフ,60,0,184
コマタナ,696,464,最速,スカーフ,60,0,184
ワシボン,699,466,最速,スカーフ,60,0,184
バルチャイ,702,469,最速,スカーフ,60,0,184
メラルバ,709,474,最速,スカーフ,60,0,184
フォッコ,733,495,最速,スカーフ,60,0,184
ニンフィア,783,523,最速,スカーフ,60,0,184
ヌメイル(原種),788,528,最速,スカーフ,60,0,184
ヌメルゴン(ヒスイのすがた),791,531,最速,スカーフ,60,0,184
ジュナイパー(ヒスイのすがた),820,546,最速,スカーフ,60,0,184
ガオガエン,823,549,最速,スカーフ,60,0,184
アシレーヌ,826,552,最速,スカーフ,60,0,184
ドデカバシ,829,555,最速,スカーフ,60,0,184
イワンコ,843,569,最速,スカーフ,60,0,184
ヤレユータン,867,587,最速,スカーフ,60,0,184
オーロンゲ,968,643,最速,スカーフ,60,0,184
パモ,1040,704,最速,スカーフ,60,0,184
アノクサ,1069,730,最速,スカーフ,60,0,184
キラーメ,1093,753,最速,スカーフ,60,0,184
リキキリン,1107,767,最速,スカーフ,60,0,184
テラパゴス(ノーマルフォルム),1157,814,最速,スカーフ,60,0,184
クサイハナ,50,27,準速,ようりょくそ,40,2,184
マダツボミ,82,51,準速,ようりょくそ,40,2,184
タマタマ,127,87,準速,ようりょくそ,40,2,184
サンド(アローラのすがた),30,15,準速,ゆきかき,40,2,184
クマシュン,684,457,準速,ゆきかき,40,2,184
サンド(原種),29,14,準速,すなかき,40,2,184
ペルシアン(原種),63,38,最速,,115,0,183
ペルシアン(アローラのすがた),64,39,最速,,115,0,183
ニューラ(原種),254,183,最速,,115,0,183
ニューラ(ヒスイのすがた),255,184,最速,,115,0,183
ライコウ,284,206,最速,,115,0,183
フローゼル,470,326,最速,,115,0,183
エテボース,475,329,最速,,115,0,183
アグノム,538,379,最速,,115,0,183
チラチーノ,644,432,最速,,115,0,183
カポエラー,278,202,準速,ふくつのこころ,70,1,183
グラエナ,303,224,準速,はやあし,70,1,183
マンキー,67,42,準速,スカーフ,70,0,183
ニョロボン,75,50,準速,スカーフ,70,0,183
ウツボット,84,53,準速,スカーフ,70,0,183
メノクラゲ,85,54,準速,スカーフ,70,0,183
レアコイル,102,67,準速,スカーフ,70,0,183
ジュゴン,108,71,準速,スカーフ,70,0,183
パルシェン,114,77,準速,スカーフ,70,0,183
ハクリュー,183,124,準速,スカーフ,70,0,183
ヨルノズク,200,141,準速,スカーフ,70,0,183
ニョロトノ,222,156,準速,スカーフ,70,0,183
エアームド,268,192,準速,スカーフ,70,0,183
カポエラー,278,202,準速,スカーフ,70,0,183
キモリ,293,214,準速,スカーフ,70,0,183
グラエナ,303,224,準速,スカーフ,70,0,183
ルンパッパ,315,227,準速,スカーフ,70,0,183
キノガッサ,329,239,準速,スカーフ,70,0,183
ビブラーバ,372,262,準速,スカーフ,70,0,183
メタグロス,422,290,準速,スカーフ,70,0,183
レントラー,454,317,準速,スカーフ,70,0,183
ミツハニー,466,322,準速,スカーフ,70,0,183
フワンテ,476,330,準速,スカーフ,70,0,183
ダイケンキ(原種),563,403,準速,スカーフ,70,0,183
ゾロア(ヒスイのすがた),640,428,準速,スカーフ,70,0,183
キリキザン,697,465,準速,スカーフ,70,0,183
フーパ(いましめられしフーパ),814,541,準速,スカーフ,70,0,183
ボルケニオン,816,542,準速,スカーフ,70,0,183
ジュナイパー(原種),819,545,準速,スカーフ,70,0,183
ニャビー,821,547,準速,スカーフ,70,0,183
メッソン,922,612,準速,スカーフ,70,0,183
アップリュー,947,626,準速,スカーフ,70,0,183
ポットデス,962,637,準速,スカーフ,70,0,183
ギモー,967,642,準速,スカーフ,70,0,183
イシヘンジン,981,651,準速,スカーフ,70,0,183
カイデン,1063,724,準速,スカーフ,70,0,183
ノノクラゲ,1071,732,準速,スカーフ,70,0,183
ミガルーサ,1100,760,準速,スカーフ,70,0,183
チオンジェン,1129,788,準速,スカーフ,70,0,183
ヤバソチャ,1143,800,準速,スカーフ,70,0,183
ブロスター,776,522,最速,スカーフ,59,0,183
サンダース,167,113,準速,,130,0,182
ミュウツー,185,126,準速,,130,0,182
ムゲンダイナ(通常),1001,666,準速,,130,0,182
レイスポス,1010,674,準速,,130,0,182
ジャローダ,557,397,最速,,113,0,181
ヒバニー,919,609,準速,スカーフ,69,0,181
カメール,7,7,最速,スカーフ,58,0,181
アリゲイツ,195,136,最速,スカーフ,58,0,181
ズガイドス,457,318,最速,スカーフ,58,0,181
ラムパルド,458,319,最速,スカーフ,58,0,181
ズルズキン,628,426,最速,スカーフ,58,0,181
ジヘッド,707,472,最速,スカーフ,58,0,181
カヌチャン,1080,741,最速,スカーフ,58,0,181
メロエッタ(ステップフォルム),727,491,準速,,128,0,180
ザマゼンタ(たてのおう),1000,665,準速,,128,0,180
ルガルガン(まひるのすがた),844,570,最速,,112,0,180
モグリュー,590,407,準速,スカーフ,68,0,180
ゴーゴート,754,513,準速,スカーフ,68,0,180
ニャスパー,758,514,準速,スカーフ,68,0,180
ハカドッグ,1096,756,準速,スカーフ,68,0,180
ナゾノクサ,49,26,最速,ようりょくそ,30,2,180
ヒマナッツ,227,161,最速,ようりょくそ,30,2,180
キマワリ,228,162,最速,ようりょくそ,30,2,180
タネボー,316,228,最速,ようりょくそ,30,2,180
チュリネ,609,417,最速,ようりょくそ,30,2,180
ハスボー,313,225,最速,すいすい,30,2,180
マグカルゴ,259,188,最速,くだけるよろい,30,2,180
シェイミ(スカイフォルム),552,393,準速,,127,0,179
トルネロス(けしんフォルム),714,479,最速,,111,0,179
ボルトロス(けしんフォルム),716,481,最速,,111,0,179
イッカネズミ(3びきかぞく),1044,708,最速,,111,0,179
イッカネズミ(4ひきかぞく),1045,709,最速,,111,0,179
サケブシッポ,1112,771,最速,,111,0,179
ファイアロー,744,503,準速,,126,0,178
ライチュウ(原種),27,12,最速,,110,0,178
ライチュウ(アローラのすがた),28,13,最速,,110,0,178
ダグトリオ(アローラのすがた),59,34,最速,,110,0,178
ドードリオ,106,69,最速,,110,0,178
ゲンガー,117,80,最速,,110,0,178
ケンタロス(原種),157,103,最速,,110,0,178
ワタッコ,225,159,最速,,110,0,178
エーフィ,233,166,最速,,110,0,178
ルギア,290,212,最速,,110,0,178
ラティアス,426,294,最速,,110,0,178
ラティオス,427,295,最速,,110,0,178
ユキメノコ,529,370,最速,,110,0,178
ゾロアーク(ヒスイのすがた),642,430,最速,,110,0,178
ルガルガン(たそがれのすがた),846,572,最速,,110,0,178
タギングル,1068,729,最速,,110,0,178
テツノドクガ,1121,780,最速,,110,0,178
オーガポン(みどりのめん),1147,804,最速,,110,0,178
オーガポン(いどのめん),1148,805,最速,,110,0,178
オーガポン(かまどのめん),1149,806,最速,,110,0,178
オーガポン(いしずえのめん),1150,807,最速,,110,0,178
スリーパー,120,82,準速,スカーフ,67,0,178
チョンチー,206,144,準速,スカーフ,67,0,178
ランターン,207,145,準速,スカーフ,67,0,178
オノンド,682,455,準速,スカーフ,67,0,178
アーマーガア,929,619,準速,スカーフ,67,0,178
キバゴ,681,454,最速,スカーフ,57,0,178
ハリボーグ,731,493,最速,スカーフ,57,0,178
ココガラ,927,617,最速,スカーフ,57,0,178
マニューラ,512,356,準速,,125,0,177
ダークライ,550,391,準速,,125,0,177
タイカイデン,1064,725,準速,,125,0,177
キュウコン(アローラのすがた),44,23,最速,,109,0,177
ウネルミナモ,1139,796,最速,,109,0,177
ケイコウオ,507,352,準速,スカーフ,66,0,177
モンメン,607,415,準速,スカーフ,66,0,177
サシカマス,952,631,準速,スカーフ,66,0,177
ラウドボーン,1029,693,準速,スカーフ,66,0,177
ドダイトス,438,303,最速,スカーフ,56,0,177
オーロット,794,534,最速,スカーフ,56,0,177
アブリボン,842,568,準速,,124,0,176
テツノイワオ,1155,812,準速,,124,0,176
ゴウカザル,441,306,最速,,108,0,176
デンチュラ,667,447,最速,,108,0,176
コバルオン,711,476,最速,,108,0,176
テラキオン,712,477,最速,,108,0,176
ビリジオン,713,478,最速,,108,0,176
ケルディオ(いつものすがた),725,490,最速,,108,0,176
テツノコウベ,1120,779,最速,,108,0,176
オンバーン,807,539,準速,,123,0,175
マスカーニャ,1026,690,準速,,123,0,175
ヒトカゲ,3,3,準速,スカーフ,65,0,175
サンドパン(原種),31,16,準速,スカーフ,65,0,175
サンドパン(アローラのすがた),32,17,準速,スカーフ,65,0,175
ロコン(原種),41,20,準速,スカーフ,65,0,175
ロコン(アローラのすがた),42,21,準速,スカーフ,65,0,175
シャワーズ,166,112,準速,スカーフ,65,0,175
ブースター,168,114,準速,スカーフ,65,0,175
ヒノアラシ,190,131,準速,スカーフ,65,0,175
ブラッキー,234,167,準速,スカーフ,65,0,175
ハッサム,251,181,準速,スカーフ,65,0,175
デルビル,269,193,準速,スカーフ,65,0,175
ペリッパー,322,232,準速,スカーフ,65,0,175
アメタマ,326,236,準速,スカーフ,65,0,175
ハブネーク,379,269,準速,スカーフ,65,0,175
ジュペッタ,400,277,準速,スカーフ,65,0,175
チリーン,404,281,準速,スカーフ,65,0,175
コロトック,451,314,準速,スカーフ,65,0,175
グレイシア,522,363,準速,スカーフ,65,0,175
エンブオー,560,400,準速,スカーフ,65,0,175
メグロコ,615,422,準速,スカーフ,65,0,175
ゾロア(原種),639,427,準速,スカーフ,65,0,175
ゴチルゼル,647,435,準速,スカーフ,65,0,175
ママンボウ,665,445,準速,スカーフ,65,0,175
バチュル,666,446,準速,スカーフ,65,0,175
コジョフー,691,460,準速,スカーフ,65,0,175
ウォーグル(ヒスイのすがた),701,468,準速,スカーフ,65,0,175
ツツケラ,827,553,準速,スカーフ,65,0,175
ネッコアラ,878,592,準速,スカーフ,65,0,175
ジャランゴ,886,596,準速,スカーフ,65,0,175
マギアナ,907,605,準速,スカーフ,65,0,175
サルノリ,916,606,準速,スカーフ,65,0,175
モスノウ,980,650,準速,スカーフ,65,0,175
アヤシシ,1014,678,準速,スカーフ,65,0,175
ニャオハ,1024,688,準速,スカーフ,65,0,175
ウェルカモ,1031,695,準速,スカーフ,65,0,175
パフュートン(オスのすがた),1034,698,準速,スカーフ,65,0,175
パフュートン(メスのすがた),1035,699,準速,スカーフ,65,0,175
パピモッチ,1046,710,準速,スカーフ,65,0,175
ミミズズ,1092,752,準速,スカーフ,65,0,175
ノココッチ(ふたふしフォルム),1108,768,最速,びびり,55,1,175
リングマ,257,186,最速,はやあし,55,1,175
アーボ,24,9,最速,スカーフ,55,0,175
コダック,65,40,最速,スカーフ,55,0,175
ガーディ(ヒスイのすがた),70,45,最速,スカーフ,55,0,175
ウツドン,83,52,最速,スカーフ,55,0,175
ナッシー(原種),128,88,最速,スカーフ,55,0,175
イーブイ,165,111,最速,スカーフ,55,0,175
デンリュウ,217,151,最速,スカーフ,55,0,175
リングマ,257,186,最速,スカーフ,55,0,175
ハピナス,283,205,最速,スカーフ,55,0,175
ワカシャモ,297,218,最速,スカーフ,55,0,175
マルノーム,360,255,最速,スカーフ,55,0,175
ノクタス,375,265,最速,スカーフ,55,0,175
シザリガー,385,273,最速,スカーフ,55,0,175
チャオブー,559,399,最速,スカーフ,55,0,175
ゴチミル,646,434,最速,スカーフ,55,0,175
コアルヒー,651,439,最速,スカーフ,55,0,175
ランプラー,679,452,最速,スカーフ,55,0,175
ゴルーグ,695,463,最速,スカーフ,55,0,175
オンバット,806,538,最速,スカーフ,55,0,175
ノココッチ(ふたふしフォルム),1108,768,最速,スカーフ,55,0,175
アラブルタケ,1113,772,最速,スカーフ,55,0,175
セビエ,1123,782,最速,スカーフ,55,0,175
アラブルタケ,1113,772,最速,こだいかっせい,55,1,175
ワカシャモ,297,218,最速,かそく,55,1,175
ゲッコウガ(通常),738,500,準速,,122,0,174
ブリガロン,732,494,準速,スカーフ,64,0,174
マホイップ,976,646,準速,スカーフ,64,0,174
ヘイラッシャ,1101,761,準速,合体,35,2,174
トルネロス(れいじゅうフォルム),715,480,準速,,121,0,173
モトトカゲ,1091,751,準速,,121,0,173
カエンジシ,749,508,最速,,106,0,173
ラブトロス(けしんフォルム),1022,686,最速,,106,0,173
テツノワダチ,1117,776,最速,,106,0,173
マシマシラ,1145,802,最速,,106,0,173
ダグトリオ(原種),58,33,準速,,120,0,172
ジュカイン,295,216,準速,,120,0,172
パルキア(オリジンフォルム),542,383,準速,,120,0,172
アルセウス,553,394,準速,,120,0,172
メテノ(コア),877,591,準速,,120,0,172
インテレオン,924,614,準速,,120,0,172
オオニューラ,1020,684,準速,,120,0,172
ウミトリオ,1084,745,準速,,120,0,172
ストライク,152,100,最速,,105,0,172
エレブー,154,101,最速,,105,0,172
ムウマージ,480,332,最速,,105,0,172
ドレディア(ヒスイのすがた),611,419,最速,,105,0,172
ゾロアーク(原種),641,429,最速,,105,0,172
フリージオ,686,459,最速,,105,0,172
コジョンド,692,461,最速,,105,0,172
ザルード,1006,670,最速,,105,0,172
パーモット,1042,706,最速,,105,0,172
クエスパトラ,1079,740,最速,,105,0,172
ツタージャ,555,395,準速,スカーフ,63,0,172
マケンカニ,835,561,準速,スカーフ,63,0,172
エースバーン,921,611,準速,,119,0,171
トドロクツキ,1133,792,準速,,119,0,171
マフォクシー,735,497,最速,,104,0,171
ニャオニクス(オスのすがた),759,515,最速,,104,0,171
ニャオニクス(メスのすがた),760,516,最速,,104,0,171
テツノイサハ,1140,797,最速,,104,0,171
ヤヤコマ,742,501,準速,スカーフ,62,0,171
アママイコ,864,584,準速,スカーフ,62,0,171
セゴール,1124,783,準速,スカーフ,62,0,171
フラエッテ,751,510,最速,スカーフ,52,0,171
メェークル,753,512,最速,スカーフ,52,0,171
フクスロー,818,544,最速,スカーフ,52,0,171
ガチグマ(あかつき),1017,681,最速,スカーフ,52,0,171
マルマイン(原種),125,85,無振,,150,0,170
マルマイン(ヒスイのすがた),126,86,無振,,150,0,170
デオキシス(ノーマルフォルム),432,300,無振,,150,0,170
バドレックス(こくばじょうのすがた),1012,676,無振,,150,0,170
ルチャブル,784,524,準速,,118,0,170
エンニュート,860,582,準速,,117,0,169
ガブリアス,496,344,最速,,102,0,169
ドロンチ,995,660,最速,,102,0,169
バンギラス,289,211,準速,スカーフ,61,0,169
ヒコザル,439,304,準速,スカーフ,61,0,169
サナギラス,288,210,最速,スカーフ,51,0,169
トロピウス,403,280,最速,スカーフ,51,0,169
オラチフ,1065,726,最速,スカーフ,51,0,169
ザシアン(けんのおう),998,663,無振,,148,0,168
ゼブライカ,584,406,準速,,116,0,168
エルフーン,608,416,準速,,116,0,168
テツノブジン,1134,793,準速,,116,0,168
ボルトロス(れいじゅうフォルム),717,482,最速,,101,0,168
ランドロス(けしんフォルム),720,485,最速,,101,0,168
デデンネ,785,525,最速,,101,0,168
スナノケガワ,1116,775,最速,,101,0,168
リオル,498,346,準速,ふくつのこころ,60,1,168
イワンコ,843,569,準速,ふくつのこころ,60,1,168
フシギソウ,1,1,準速,スカーフ,60,0,168
ピクシー,40,19,準速,スカーフ,60,0,168
ガーディ(原種),69,44,準速,スカーフ,60,0,168
マタドガス(原種),137,93,準速,スカーフ,60,0,168
マタドガス(ガラルのすがた),138,94,準速,スカーフ,60,0,168
タッツー,144,98,準速,スカーフ,60,0,168
ラプラス,163,109,準速,スカーフ,60,0,168
ベイリーフ,188,129,準速,スカーフ,60,0,168
ピチュー,208,146,準速,スカーフ,60,0,168
ポリゴン2,274,198,準速,スカーフ,60,0,168
ラグラージ,301,222,準速,スカーフ,60,0,168
コノハナ,317,229,準速,スカーフ,60,0,168
アサナン,350,248,準速,スカーフ,60,0,168
バネブー,368,259,準速,スカーフ,60,0,168
ドジョッチ,382,270,準速,スカーフ,60,0,168
ナマズン,383,271,準速,スカーフ,60,0,168
エンペルト,444,309,準速,スカーフ,60,0,168
ムックル,445,310,準速,スカーフ,60,0,168
ルクシオ,453,316,準速,スカーフ,60,0,168
リオル,498,346,準速,スカーフ,60,0,168
ユキノオー,511,355,準速,スカーフ,60,0,168
ジバコイル,513,357,準速,スカーフ,60,0,168
フタチマル,562,402,準速,スカーフ,60,0,168
シビシラス,673,448,準速,スカーフ,60,0,168
コマタナ,696,464,準速,スカーフ,60,0,168
ワシボン,699,466,準速,スカーフ,60,0,168
バルチャイ,702,469,準速,スカーフ,60,0,168
メラルバ,709,474,準速,スカーフ,60,0,168
フォッコ,733,495,準速,スカーフ,60,0,168
ニンフィア,783,523,準速,スカーフ,60,0,168
ヌメイル(原種),788,528,準速,スカーフ,60,0,168
ヌメルゴン(ヒスイのすがた),791,531,準速,スカーフ,60,0,168
ジュナイパー(ヒスイのすがた),820,546,準速,スカーフ,60,0,168
ガオガエン,823,549,準速,スカーフ,60,0,168
アシレーヌ,826,552,準速,スカーフ,60,0,168
ドデカバシ,829,555,準速,スカーフ,60,0,168
イワンコ,843,569,準速,スカーフ,60,0,168
ヤレユータン,867,587,準速,スカーフ,60,0,168
オーロンゲ,968,643,準速,スカーフ,60,0,168
パモ,1040,704,準速,スカーフ,60,0,168
アノクサ,1069,730,準速,スカーフ,60,0,168
キラーメ,1093,753,準速,スカーフ,60,0,168
リキキリン,1107,767,準速,スカーフ,60,0,168
テラパゴス(ノーマルフォルム),1157,814,準速,スカーフ,60,0,168
ラフレシア,51,28,最速,スカーフ,50,0,168
ベトベトン(原種),111,74,最速,スカーフ,50,0,168
ベトベトン(アローラのすがた),112,75,最速,スカーフ,50,0,168
ラッキー,141,97,最速,スカーフ,50,0,168
ミニリュウ,182,123,最速,スカーフ,50,0,168
ホーホー,199,140,最速,スカーフ,50,0,168
キレイハナ,218,152,最速,スカーフ,50,0,168
マリルリ,220,154,最速,スカーフ,50,0,168
ハネッコ,223,157,最速,スカーフ,50,0,168
ウリムー,260,189,最速,スカーフ,50,0,168
イノムー,261,190,最速,スカーフ,50,0,168
ドンファン,273,197,最速,スカーフ,50,0,168
ヌマクロー,300,221,最速,スカーフ,50,0,168
ハスブレロ,314,226,最速,スカーフ,50,0,168
キルリア,324,234,最速,スカーフ,50,0,168
ハリテヤマ,340,244,最速,スカーフ,50,0,168
ヤミラミ,345,247,最速,スカーフ,50,0,168
チルット,376,266,最速,スカーフ,50,0,168
ユキワラシ,407,282,最速,スカーフ,50,0,168
タツベイ,417,285,最速,スカーフ,50,0,168
コモルー,418,286,最速,スカーフ,50,0,168
メタング,421,289,最速,スカーフ,50,0,168
レジロック,423,291,最速,スカーフ,50,0,168
レジアイス,424,292,最速,スカーフ,50,0,168
レジスチル,425,293,最速,スカーフ,50,0,168
ポッタイシ,443,308,最速,スカーフ,50,0,168
グレッグル,504,350,最速,スカーフ,50,0,168
シビルドン,675,450,最速,スカーフ,50,0,168
ツンベアー,685,458,最速,スカーフ,50,0,168
メレシー,786,526,最速,スカーフ,50,0,168
ディアンシー,813,540,最速,スカーフ,50,0,168
オシャマリ,825,551,最速,スカーフ,50,0,168
トロッゴン,944,623,最速,スカーフ,50,0,168
ヤバチャ,961,636,最速,スカーフ,50,0,168
ベロバー,966,641,最速,スカーフ,50,0,168
ニャイキング,970,644,最速,スカーフ,50,0,168
コオリッポ(アイスフェイス),982,652,最速,スカーフ,50,0,168
バドレックス(はくばじょうのすがた),1013,677,最速,スカーフ,50,0,168
ガチグマ(通常),1016,680,最速,スカーフ,50,0,168
クワッス,1030,694,最速,スカーフ,50,0,168
カプサイジ,1074,735,最速,スカーフ,50,0,168
ドドゲザン,1110,769,最速,スカーフ,50,0,168
テツノカイナ,1119,778,最速,スカーフ,50,0,168
チャデス,1142,799,最速,スカーフ,50,0,168
テツノカイナ,1119,778,最速,クォークチャージ,50,1,168
ペルシアン(原種),63,38,準速,,115,0,167
ペルシアン(アローラのすがた),64,39,準速,,115,0,167
ニューラ(原種),254,183,準速,,115,0,167
ニューラ(ヒスイのすがた),255,184,準速,,115,0,167
ライコウ,284,206,準速,,115,0,167
フローゼル,470,326,準速,,115,0,167
エテボース,475,329,準速,,115,0,167
アグノム,538,379,準速,,115,0,167
チラチーノ,644,432,準速,,115,0,167
リザードン,5,5,最速,,100,0,167
キュウコン(原種),43,22,最速,,100,0,167
ドククラゲ,86,55,最速,,100,0,167
ビリリダマ(原種),123,83,最速,,100,0,167
ビリリダマ(ヒスイのすがた),124,84,最速,,100,0,167
ケンタロス(パルデアのすがた(コンバット)),158,104,最速,,100,0,167
ケンタロス(パルデアのすがた(ブレイズ)),159,105,最速,,100,0,167
ケンタロス(パルデアのすがた(ウォーター)),160,106,最速,,100,0,167
サンダー(原種),178,119,最速,,100,0,167
サンダー(ガラルのすがた),179,120,最速,,100,0,167
ミュウ,186,127,最速,,100,0,167
バクフーン(原種),192,133,最速,,100,0,167
エンテイ,285,207,最速,,100,0,167
ケッキング,332,242,最速,,100,0,167
フライゴン,373,263,最速,,100,0,167
ボーマンダ,419,287,最速,,100,0,167
ジラーチ,431,299,最速,,100,0,167
ムクホーク,447,312,最速,,100,0,167
パルキア(通常),541,382,最速,,100,0,167
レジギガス,544,385,最速,,100,0,167
マナフィ,549,390,最速,,100,0,167
